platform,post_type,topic,day_of_week,is_weekend,post_hour,followers,hashtags_count,caption_length,sentiment,likes,comments,shares,engagement_rate
TikTok,Video,Fitness,Monday,0,18,291574,21,149,Positive,12638,1846,1984,5.648
Instagram,Image,Fashion,Saturday,1,18,282976,21,593,Positive,8585,617,2278,4.057
Facebook,Carousel,Business,Saturday,1,0,214976,5,536,Neutral,3039,229,1070,2.018
Instagram,Reel,Fitness,Sunday,1,0,293011,13,347,Neutral,9801,1945,2195,4.758
Facebook,Image,Travel,Wednesday,0,21,283185,9,277,Positive,5809,943,1140,2.787
TikTok,Image,Fitness,Tuesday,0,3,40493,23,459,Negative,324,28,100,1.116
Instagram,Story,Fashion,Thursday,0,13,334703,10,427,Positive,7255,581,2269,3.019
Twitter,Text,Fitness,Monday,0,18,57547,12,293,Neutral,1031,86,188,2.267
Instagram,Carousel,Travel,Saturday,1,12,217759,14,498,Neutral,5559,919,551,3.228
YouTube,Reel,Food,Friday,0,0,182673,23,123,Neutral,3700,640,895,2.866
TikTok,Story,Entertainment,Thursday,0,0,224131,21,173,Negative,3053,441,375,1.726
Facebook,Carousel,Tech,Thursday,0,16,36415,25,20,Negative,243,38,56,0.926
Facebook,Text,Business,Friday,0,21,350849,13,80,Positive,4853,872,689,1.828
Instagram,Image,Fashion,Thursday,0,8,209573,25,127,Neutral,3007,295,242,1.691
Twitter,Video,Fashion,Saturday,1,13,30900,27,378,Positive,303,32,54,1.258
TikTok,Text,Fashion,Sunday,1,22,2264,16,514,Neutral,55,7,16,3.438
LinkedIn,Video,Tech,Sunday,1,19,270270,21,358,Neutral,4356,863,573,2.143
YouTube,Story,Tech,Friday,0,12,333295,28,272,Neutral,2183,288,255,0.818
Twitter,Story,Business,Saturday,1,15,273890,25,169,Positive,2735,390,603,1.361
Facebook,Video,Entertainment,Wednesday,0,23,360363,8,69,Positive,7947,1232,230,2.611
Twitter,Carousel,Fitness,Monday,0,19,378497,22,354,Positive,5638,500,1243,1.95
Facebook,Video,Tech,Wednesday,0,9,436047,13,93,Positive,10992,1415,3225,3.585
YouTube,Text,Entertainment,Sunday,1,16,491331,4,476,Neutral,6064,886,813,1.58
Facebook,Image,Fitness,Monday,0,7,442454,11,251,Negative,6709,1246,416,1.892
Twitter,Carousel,Travel,Thursday,0,22,397979,30,216,Positive,1452,124,314,0.475
LinkedIn,Text,Entertainment,Tuesday,0,2,215770,29,25,Positive,837,95,65,0.462
Instagram,Text,Food,Thursday,0,5,252142,24,152,Neutral,2226,375,64,1.057
Twitter,Text,Food,Tuesday,0,8,308215,30,17,Negative,500,85,108,0.225
Twitter,Video,Business,Saturday,1,4,85141,17,437,Positive,1442,226,357,2.378
Facebook,Reel,Travel,Saturday,1,14,338987,23,299,Positive,6724,682,1597,2.656
Instagram,Reel,Business,Saturday,1,17,294336,5,473,Neutral,9611,835,1701,4.127
Instagram,Reel,Fitness,Friday,0,21,260337,9,343,Neutral,13696,1515,2120,6.657
Instagram,Carousel,Business,Tuesday,0,12,417232,5,573,Negative,11021,1123,2734,3.566
Twitter,Story,Food,Thursday,0,14,343739,29,472,Positive,1292,201,40,0.446
Instagram,Carousel,Tech,Monday,0,14,466240,19,97,Positive,12919,2114,2283,3.714
YouTube,Reel,Travel,Wednesday,0,0,488267,28,78,Neutral,7245,1179,404,1.808
Facebook,Video,Fitness,Thursday,0,17,412742,12,534,Neutral,8980,731,1177,2.638
LinkedIn,Video,Business,Friday,0,0,149304,12,168,Negative,3245,368,927,3.041
TikTok,Text,Fashion,Monday,0,13,94889,20,461,Neutral,1684,291,316,2.414
Twitter,Text,Business,Saturday,1,23,150005,17,380,Neutral,1239,112,341,1.128
YouTube,Reel,Business,Thursday,0,18,356431,11,424,Positive,17218,1327,2003,5.765
Instagram,Video,Business,Sunday,1,12,432215,9,167,Positive,18195,2135,3844,5.593
Facebook,Story,Business,Thursday,0,7,440137,15,194,Negative,4335,360,556,1.193
Facebook,Video,Entertainment,Thursday,0,20,342149,2,337,Positive,7077,531,1562,2.68
Instagram,Text,Fitness,Friday,0,20,340667,5,23,Neutral,6093,644,1190,2.327
Facebook,Story,Food,Saturday,1,8,475993,1,193,Negative,6865,1130,221,1.726
Facebook,Text,Travel,Tuesday,0,2,343033,4,309,Negative,2249,163,524,0.856
TikTok,Reel,Business,Thursday,0,13,70916,6,130,Positive,4651,611,468,8.08
Facebook,Story,Fashion,Monday,0,15,250331,2,178,Positive,4217,587,718,2.206
YouTube,Story,Fitness,Thursday,0,22,179658,1,590,Negative,2638,380,670,2.053
TikTok,Carousel,Fitness,Saturday,1,21,318669,25,180,Negative,6777,963,1833,3.004
YouTube,Carousel,Fitness,Sunday,1,5,318099,5,542,Positive,6557,464,1946,2.819
Instagram,Video,Food,Tuesday,0,6,147543,17,557,Neutral,4751,322,805,3.984
YouTube,Text,Business,Wednesday,0,23,150198,3,407,Positive,1633,218,309,1.438
LinkedIn,Story,Tech,Thursday,0,7,44860,29,100,Negative,157,30,17,0.454
YouTube,Carousel,Business,Wednesday,0,11,146978,7,131,Negative,2398,304,651,2.281
Twitter,Carousel,Business,Tuesday,0,7,413943,23,561,Positive,6342,777,874,1.931
YouTube,Image,Entertainment,Wednesday,0,9,327737,19,10,Neutral,8514,1538,324,3.166
LinkedIn,Carousel,Entertainment,Wednesday,0,13,471600,23,307,Neutral,4035,650,399,1.078
Instagram,Video,Food,Thursday,0,7,463196,19,361,Positive,19181,2874,572,4.885
Twitter,Story,Tech,Sunday,1,9,428482,15,504,Positive,5821,833,1633,1.934
Instagram,Text,Fitness,Thursday,0,8,90253,23,538,Negative,848,169,191,1.338
YouTube,Image,Tech,Wednesday,0,2,167289,25,177,Neutral,1613,225,243,1.244
Facebook,Image,Fashion,Friday,0,18,29213,11,306,Positive,801,125,157,3.707
Facebook,Story,Fitness,Saturday,1,21,47218,29,384,Positive,316,51,26,0.832
LinkedIn,Story,Fitness,Thursday,0,11,115915,30,579,Neutral,297,33,33,0.313
Twitter,Reel,Fitness,Thursday,0,4,140429,22,338,Negative,1067,217,207,1.062
Instagram,Image,Business,Tuesday,0,15,8187,28,81,Neutral,96,17,2,1.401
TikTok,Image,Fashion,Sunday,1,12,421496,3,555,Negative,8249,1273,2187,2.778
YouTube,Video,Business,Sunday,1,13,263739,16,312,Neutral,8535,767,1324,4.029
TikTok,Reel,Fitness,Tuesday,0,14,328079,20,115,Negative,9672,1628,1466,3.891
LinkedIn,Reel,Food,Wednesday,0,17,326951,28,122,Negative,2480,255,364,0.948
Twitter,Story,Travel,Tuesday,0,0,483363,3,130,Positive,5098,768,1268,1.476
LinkedIn,Image,Travel,Sunday,1,2,74092,24,435,Positive,727,51,87,1.167
LinkedIn,Image,Travel,Monday,0,2,171669,2,569,Negative,1667,259,57,1.155
Instagram,Story,Food,Tuesday,0,3,154536,11,270,Negative,1319,247,129,1.097
Instagram,Story,Fashion,Wednesday,0,23,275960,21,67,Positive,4800,367,1015,2.24
Facebook,Reel,Fashion,Thursday,0,17,263331,9,534,Neutral,4056,628,417,1.937
Twitter,Image,Food,Tuesday,0,15,395124,25,384,Negative,2145,371,210,0.69
Instagram,Image,Fashion,Thursday,0,16,280539,28,346,Negative,2225,174,448,1.015
Instagram,Image,Travel,Saturday,1,0,117378,4,45,Positive,2900,275,504,3.134
YouTube,Reel,Entertainment,Saturday,1,5,282584,8,582,Negative,6312,679,625,2.695
Twitter,Story,Tech,Monday,0,19,482062,2,55,Neutral,10690,1805,1008,2.801
LinkedIn,Text,Food,Monday,0,11,289642,22,370,Negative,2394,326,562,1.133
LinkedIn,Video,Tech,Monday,0,12,296402,27,362,Positive,3747,285,444,1.51
TikTok,Reel,Entertainment,Sunday,1,18,88411,18,313,Neutral,4887,505,1281,7.548
TikTok,Image,Fitness,Friday,0,1,4444,4,335,Positive,75,10,18,2.308
Facebook,Reel,Fashion,Thursday,0,19,105188,5,244,Neutral,2535,161,288,2.837
YouTube,Story,Food,Saturday,1,16,13064,1,348,Positive,259,40,55,2.71
Twitter,Reel,Business,Friday,0,9,226399,15,224,Neutral,4952,364,1610,3.059
YouTube,Story,Entertainment,Tuesday,0,11,441166,22,289,Negative,6135,1002,685,1.773
Twitter,Text,Fitness,Thursday,0,1,223648,4,410,Neutral,1346,201,86,0.73
Instagram,Carousel,Fashion,Friday,0,4,322818,26,447,Positive,3301,636,718,1.442
TikTok,Video,Fitness,Monday,0,5,427884,7,100,Neutral,12875,1095,2675,3.89
Instagram,Story,Fitness,Friday,0,21,381654,15,595,Neutral,7994,1241,2020,2.949
TikTok,Reel,Fitness,Thursday,0,2,325487,20,67,Negative,6769,1135,953,2.721
Instagram,Video,Tech,Monday,0,6,392115,16,172,Positive,11832,1599,2312,4.015
Facebook,Story,Fitness,Tuesday,0,3,140641,14,214,Positive,1715,150,515,1.692
LinkedIn,Image,Tech,Thursday,0,6,210519,10,200,Neutral,4651,332,556,2.631
YouTube,Text,Entertainment,Wednesday,0,0,199796,13,217,Negative,2371,330,280,1.492
Twitter,Video,Entertainment,Wednesday,0,6,399406,7,200,Neutral,9679,1168,864,2.932
Instagram,Text,Travel,Friday,0,17,204683,9,267,Positive,5451,932,138,3.186
Facebook,Carousel,Fitness,Wednesday,0,18,468797,23,460,Positive,9639,1531,311,2.449
YouTube,Carousel,Tech,Thursday,0,9,93715,27,498,Negative,673,101,54,0.883
TikTok,Reel,Entertainment,Saturday,1,16,86499,26,215,Negative,1795,357,254,2.781
Instagram,Reel,Fashion,Monday,0,14,358225,10,162,Positive,14053,2037,958,4.759
Twitter,Carousel,Fashion,Wednesday,0,21,382186,9,409,Positive,8828,672,1847,2.969
Facebook,Story,Fitness,Monday,0,19,339678,1,45,Positive,4924,384,1339,1.957
Facebook,Carousel,Entertainment,Sunday,1,5,154242,8,273,Neutral,3021,525,440,2.584
YouTube,Image,Travel,Tuesday,0,14,5060,18,139,Negative,98,11,22,2.584
LinkedIn,Image,Travel,Saturday,1,18,161085,8,368,Positive,5155,954,586,4.156
Facebook,Video,Travel,Tuesday,0,7,233581,22,56,Negative,3959,299,586,2.074
LinkedIn,Reel,Food,Wednesday,0,13,206671,1,499,Positive,4987,451,1016,3.123
Twitter,Text,Fitness,Friday,0,9,461063,12,169,Negative,3447,593,617,1.01
Instagram,Carousel,Entertainment,Saturday,1,7,431927,8,313,Positive,17877,3378,3814,5.804
Twitter,Carousel,Food,Tuesday,0,4,387630,15,347,Negative,3513,580,148,1.094
Facebook,Story,Business,Tuesday,0,0,11517,0,290,Neutral,117,9,28,1.335
Facebook,Text,Business,Sunday,1,17,64144,12,274,Positive,1195,138,227,2.432
YouTube,Image,Business,Wednesday,0,19,217246,24,167,Positive,4478,630,390,2.531
TikTok,Image,Business,Tuesday,0,15,311032,26,465,Negative,4684,803,174,1.82
Instagram,Carousel,Entertainment,Saturday,1,5,340183,7,314,Neutral,7388,703,1421,2.796
YouTube,Carousel,Business,Monday,0,0,148493,13,137,Neutral,4114,570,492,3.486
LinkedIn,Story,Entertainment,Sunday,1,15,55652,21,164,Negative,824,72,224,2.012
YouTube,Text,Business,Sunday,1,4,164419,14,268,Neutral,1544,229,64,1.117
TikTok,Reel,Business,Saturday,1,13,396230,16,507,Neutral,15540,1242,3010,4.995
Twitter,Text,Entertainment,Wednesday,0,23,493291,10,577,Neutral,4113,764,214,1.032
LinkedIn,Carousel,Entertainment,Monday,0,0,470980,25,239,Positive,3864,319,1205,1.144
LinkedIn,Text,Fitness,Wednesday,0,13,296820,19,243,Positive,4644,692,502,1.967
TikTok,Text,Fitness,Wednesday,0,23,45921,29,86,Positive,301,51,47,0.868
Facebook,Reel,Entertainment,Sunday,1,8,483877,24,331,Neutral,8624,852,1760,2.322
Facebook,Video,Food,Friday,0,19,76897,11,151,Neutral,2490,234,380,4.036
Facebook,Text,Tech,Sunday,1,19,134514,10,493,Negative,1858,248,161,1.685
Facebook,Video,Entertainment,Saturday,1,11,487061,2,325,Negative,6933,1042,1240,1.892
Instagram,Reel,Fitness,Saturday,1,7,252190,19,140,Positive,9569,1405,541,4.566
Instagram,Reel,Food,Monday,0,16,99328,23,550,Negative,1789,264,388,2.458
YouTube,Text,Business,Monday,0,14,251303,10,491,Negative,3367,289,636,1.708
Instagram,Story,Tech,Monday,0,11,39930,0,187,Neutral,718,142,134,2.49
YouTube,Text,Travel,Friday,0,4,158182,25,80,Neutral,821,74,209,0.698
Instagram,Image,Fashion,Tuesday,0,17,476120,6,165,Positive,11365,1451,806,2.861
TikTok,Text,Food,Sunday,1,5,149634,18,232,Positive,2461,498,548,2.344
Facebook,Reel,Entertainment,Monday,0,3,446365,1,249,Positive,7599,1282,194,2.033
LinkedIn,Image,Travel,Sunday,1,1,271697,1,495,Neutral,2925,261,718,1.437
Facebook,Image,Tech,Friday,0,10,328034,27,580,Neutral,2140,196,324,0.811
Twitter,Video,Food,Monday,0,2,351646,20,450,Positive,3552,548,876,1.415
Twitter,Story,Fashion,Monday,0,8,275939,0,508,Positive,3410,359,514,1.552
LinkedIn,Text,Entertainment,Wednesday,0,5,17632,3,83,Positive,223,33,11,1.515
Twitter,Story,Food,Wednesday,0,11,459656,15,98,Neutral,8202,1071,1198,2.278
LinkedIn,Story,Food,Wednesday,0,18,237774,21,545,Negative,3022,307,677,1.685
TikTok,Text,Food,Thursday,0,10,327932,13,372,Neutral,8705,968,955,3.241
Twitter,Reel,Fashion,Monday,0,13,277162,27,149,Positive,2766,408,254,1.237
Twitter,Video,Business,Monday,0,3,329369,20,477,Positive,2593,464,556,1.097
Instagram,Image,Fitness,Friday,0,2,177670,19,113,Positive,3211,349,455,2.26
Twitter,Carousel,Travel,Sunday,1,23,421920,8,463,Negative,7187,544,1256,2.13
Instagram,Text,Food,Tuesday,0,14,112546,21,531,Negative,1327,139,167,1.451
Facebook,Video,Fitness,Sunday,1,0,326796,27,298,Positive,4824,730,900,1.975
YouTube,Video,Tech,Wednesday,0,13,289166,1,397,Positive,4053,672,607,1.844
Instagram,Image,Entertainment,Wednesday,0,0,252086,22,441,Positive,6349,1038,135,2.984
Twitter,Reel,Travel,Monday,0,1,11472,27,529,Negative,65,12,6,0.727
YouTube,Story,Fashion,Wednesday,0,8,195165,13,354,Positive,2929,388,456,1.933
YouTube,Reel,Travel,Thursday,0,15,24250,23,183,Negative,575,94,9,2.794
Instagram,Carousel,Business,Friday,0,14,251815,11,128,Neutral,7599,789,1959,4.109
Instagram,Text,Fashion,Tuesday,0,18,344036,5,219,Positive,8468,1181,1498,3.24
Twitter,Story,Travel,Tuesday,0,4,261478,25,43,Negative,1389,177,141,0.653
LinkedIn,Text,Fitness,Thursday,0,4,378647,9,422,Neutral,3602,566,296,1.179
YouTube,Video,Business,Monday,0,12,180735,23,228,Negative,2370,357,78,1.552
Facebook,Carousel,Travel,Tuesday,0,20,153416,9,429,Positive,4037,397,624,3.297
Instagram,Reel,Business,Friday,0,17,224335,12,46,Neutral,5902,1095,904,3.522
Facebook,Carousel,Business,Sunday,1,16,114951,21,199,Neutral,2254,413,300,2.581
YouTube,Story,Entertainment,Friday,0,2,401035,10,243,Neutral,6535,1327,1298,2.284
Instagram,Story,Food,Tuesday,0,21,404959,25,61,Positive,5926,677,464,1.745
Twitter,Image,Fitness,Sunday,1,23,208548,1,499,Neutral,2179,451,400,1.453
Instagram,Reel,Fashion,Thursday,0,13,396384,0,362,Negative,7360,1210,844,2.375
Instagram,Carousel,Business,Saturday,1,8,13267,2,508,Negative,274,42,44,2.714
YouTube,Text,Entertainment,Tuesday,0,15,77814,7,483,Positive,1283,166,333,2.29
Instagram,Video,Food,Friday,0,15,141868,1,30,Negative,2969,536,486,2.813
Facebook,Carousel,Travel,Monday,0,22,194266,11,520,Negative,4039,642,399,2.615
YouTube,Video,Business,Friday,0,2,116255,0,51,Positive,2536,391,672,3.096
LinkedIn,Image,Tech,Tuesday,0,12,256338,23,523,Positive,4464,791,28,2.061
Instagram,Reel,Fitness,Sunday,1,17,396894,4,405,Negative,9550,856,1013,2.877
Twitter,Image,Business,Monday,0,8,228389,30,493,Positive,837,134,203,0.514
YouTube,Carousel,Entertainment,Friday,0,20,224921,26,304,Positive,5006,495,529,2.681
Twitter,Video,Fashion,Monday,0,1,30418,21,104,Neutral,441,56,91,1.933
LinkedIn,Image,Business,Friday,0,2,140515,24,98,Neutral,1060,125,307,1.062
LinkedIn,Carousel,Business,Thursday,0,18,403724,24,80,Neutral,5700,638,1304,1.893
LinkedIn,Story,Tech,Sunday,1,3,405447,26,485,Neutral,2071,221,230,0.622
Facebook,Story,Fitness,Friday,0,10,52584,17,324,Negative,461,32,83,1.096
YouTube,Carousel,Fitness,Wednesday,0,6,10098,19,137,Negative,191,14,54,2.568
YouTube,Text,Entertainment,Monday,0,16,415594,14,83,Positive,8726,1323,752,2.599
Instagram,Story,Tech,Friday,0,0,87538,19,56,Positive,2585,260,362,3.664
TikTok,Video,Entertainment,Thursday,0,8,287486,11,162,Positive,13574,872,2283,5.819
TikTok,Story,Travel,Monday,0,23,413563,3,452,Neutral,9484,706,1952,2.936
TikTok,Image,Fashion,Friday,0,8,393770,28,536,Neutral,4083,345,534,1.26
Twitter,Video,Food,Tuesday,0,14,275550,21,368,Negative,2832,195,530,1.291
Twitter,Carousel,Business,Tuesday,0,23,188632,21,597,Neutral,2510,505,477,1.851
YouTube,Image,Entertainment,Monday,0,14,386938,8,242,Positive,11199,1456,977,3.523
Instagram,Reel,Food,Wednesday,0,18,347520,23,206,Negative,8400,1003,1818,3.229
TikTok,Story,Entertainment,Tuesday,0,23,419168,16,418,Positive,12575,1612,1419,3.723
YouTube,Carousel,Fitness,Monday,0,14,257166,2,89,Negative,5611,429,963,2.723
TikTok,Story,Fashion,Thursday,0,19,471010,29,547,Negative,3418,547,590,0.967
Twitter,Reel,Fitness,Tuesday,0,12,384985,30,470,Negative,1004,204,178,0.36
LinkedIn,Reel,Business,Monday,0,19,32180,26,30,Negative,564,44,93,2.177
Instagram,Reel,Tech,Thursday,0,15,147299,14,120,Positive,7183,567,932,5.894
YouTube,Text,Tech,Monday,0,8,399717,7,380,Neutral,5409,739,403,1.639
Twitter,Image,Tech,Sunday,1,13,58481,0,445,Neutral,788,65,140,1.698
Instagram,Story,Travel,Thursday,0,8,354528,22,138,Neutral,5848,499,1619,2.247
TikTok,Text,Tech,Sunday,1,9,170618,27,450,Negative,1475,231,268,1.157
LinkedIn,Story,Entertainment,Sunday,1,7,103909,3,289,Neutral,1585,218,146,1.876
LinkedIn,Story,Tech,Sunday,1,11,270185,21,408,Positive,4961,468,1085,2.411
Instagram,Video,Tech,Thursday,0,8,465885,0,260,Negative,10734,1754,766,2.845
TikTok,Carousel,Fashion,Wednesday,0,15,448881,24,278,Neutral,9043,733,2339,2.699
LinkedIn,Video,Business,Saturday,1,8,202398,0,240,Negative,3098,368,954,2.184
TikTok,Image,Entertainment,Monday,0,11,2345,30,102,Positive,17,3,1,0.881
TikTok,Story,Fashion,Saturday,1,3,443861,5,122,Negative,5163,728,643,1.472
Facebook,Story,Travel,Wednesday,0,9,448680,12,108,Positive,9161,1269,1106,2.571
Facebook,Story,Business,Monday,0,8,302754,21,483,Neutral,4175,669,796,1.863
YouTube,Story,Business,Tuesday,0,23,314468,26,259,Negative,1876,262,145,0.726
LinkedIn,Text,Fashion,Tuesday,0,10,263610,11,233,Neutral,2983,530,346,1.464
Twitter,Text,Business,Monday,0,0,6742,30,514,Positive,20,3,1,0.359
Facebook,Story,Entertainment,Friday,0,7,80182,0,533,Negative,754,86,113,1.189
LinkedIn,Text,Business,Monday,0,17,72120,14,148,Negative,896,149,130,1.629
TikTok,Text,Travel,Saturday,1,3,457206,30,219,Positive,1815,172,276,0.495
Instagram,Video,Food,Thursday,0,3,25389,8,252,Positive,681,109,76,3.41
LinkedIn,Reel,Entertainment,Saturday,1,8,278552,16,505,Positive,8240,828,1542,3.809
YouTube,Reel,Entertainment,Wednesday,0,8,181719,13,406,Positive,3699,455,485,2.553
Facebook,Reel,Travel,Monday,0,11,3543,12,331,Neutral,68,12,15,2.674
Facebook,Carousel,Business,Tuesday,0,0,459658,23,148,Positive,9174,1237,556,2.386
YouTube,Video,Food,Friday,0,17,9633,16,237,Negative,281,22,71,3.883
Instagram,Image,Business,Saturday,1,5,427972,22,27,Positive,8151,1052,1907,2.596
Twitter,Text,Tech,Tuesday,0,17,388927,16,425,Neutral,3928,632,255,1.238
Twitter,Reel,Entertainment,Wednesday,0,13,396944,30,552,Neutral,915,186,145,0.314
TikTok,Reel,Travel,Sunday,1,4,81387,14,474,Neutral,2598,296,165,3.758
Instagram,Story,Fitness,Saturday,1,11,440601,24,192,Positive,9464,727,2212,2.815
Twitter,Carousel,Fashion,Wednesday,0,0,299569,19,294,Neutral,5765,671,1308,2.585
Instagram,Reel,Travel,Tuesday,0,16,201280,24,574,Neutral,4848,677,1310,3.396
TikTok,Reel,Tech,Wednesday,0,7,340700,27,260,Neutral,5977,485,2001,2.484
LinkedIn,Video,Entertainment,Thursday,0,9,171050,7,505,Negative,2261,432,473,1.851
Twitter,Story,Business,Thursday,0,3,140043,9,350,Neutral,1109,164,309,1.13
Twitter,Image,Travel,Tuesday,0,8,144469,9,304,Neutral,1960,240,416,1.811
Instagram,Text,Business,Monday,0,9,284872,15,355,Positive,6180,743,1355,2.906
YouTube,Story,Business,Thursday,0,5,300723,15,141,Positive,4805,332,1148,2.09
LinkedIn,Text,Tech,Saturday,1,23,120509,0,261,Neutral,1411,196,313,1.593
Facebook,Story,Tech,Tuesday,0,6,123182,27,189,Neutral,775,107,211,0.887
Twitter,Image,Fashion,Wednesday,0,4,473184,26,457,Negative,1732,206,499,0.515
TikTok,Text,Tech,Tuesday,0,13,257682,18,371,Negative,3754,598,809,2.003
TikTok,Reel,Fitness,Tuesday,0,7,430154,9,245,Positive,19610,2390,4235,6.099
Twitter,Text,Travel,Friday,0,10,165423,25,495,Neutral,672,100,158,0.562
Facebook,Story,Travel,Wednesday,0,17,144377,8,277,Neutral,2785,511,394,2.556
LinkedIn,Carousel,Tech,Tuesday,0,1,141657,9,572,Positive,1850,191,166,1.558
LinkedIn,Reel,Entertainment,Sunday,1,12,264642,30,367,Neutral,1888,229,437,0.965
LinkedIn,Carousel,Entertainment,Tuesday,0,0,389642,28,532,Neutral,1752,330,334,0.62
Instagram,Story,Fitness,Tuesday,0,1,250566,18,592,Positive,3368,361,483,1.681
Twitter,Image,Tech,Sunday,1,2,147822,5,202,Neutral,1990,242,340,1.74
LinkedIn,Video,Food,Thursday,0,3,480031,3,163,Negative,5763,1060,1328,1.698
YouTube,Image,Business,Monday,0,8,286426,29,503,Positive,1491,199,132,0.636
LinkedIn,Reel,Business,Wednesday,0,22,197317,8,146,Neutral,7798,1385,476,4.895
Twitter,Video,Fashion,Thursday,0,21,5336,21,453,Positive,128,15,8,2.822
LinkedIn,Video,Business,Tuesday,0,2,281332,10,114,Positive,6235,726,455,2.636
Facebook,Story,Entertainment,Thursday,0,23,310721,15,523,Negative,2988,206,600,1.221
Instagram,Carousel,Travel,Friday,0,15,464388,30,416,Neutral,2606,226,414,0.699
TikTok,Image,Food,Tuesday,0,13,115734,18,317,Positive,2975,406,526,3.376
YouTube,Image,Travel,Saturday,1,19,81824,13,274,Neutral,3832,316,451,5.62
YouTube,Video,Tech,Thursday,0,11,499646,12,385,Positive,14834,1807,2306,3.792
LinkedIn,Story,Travel,Sunday,1,6,275467,7,239,Neutral,4721,494,1090,2.289
Instagram,Text,Tech,Monday,0,12,13922,17,244,Positive,229,17,81,2.352
YouTube,Story,Tech,Wednesday,0,17,53283,17,130,Neutral,1371,170,199,3.266
Twitter,Video,Travel,Saturday,1,16,237959,2,103,Neutral,3384,498,463,1.826
Facebook,Carousel,Travel,Sunday,1,4,308940,12,535,Neutral,4987,509,572,1.964
YouTube,Image,Entertainment,Tuesday,0,22,122229,19,452,Neutral,2282,400,453,2.565
TikTok,Carousel,Travel,Sunday,1,6,183158,1,271,Positive,5931,466,816,3.938
TikTok,Text,Entertainment,Tuesday,0,19,368255,30,500,Positive,1557,131,529,0.602
Facebook,Reel,Business,Wednesday,0,7,483834,26,368,Positive,6753,1230,586,1.771
YouTube,Carousel,Food,Wednesday,0,1,245784,19,363,Neutral,2907,544,376,1.557
Twitter,Reel,Entertainment,Wednesday,0,23,207996,0,76,Neutral,3932,475,837,2.521
LinkedIn,Text,Travel,Sunday,1,14,180885,16,327,Negative,2364,284,442,1.708
TikTok,Video,Fitness,Saturday,1,5,68525,27,73,Positive,1116,205,200,2.219
LinkedIn,Story,Tech,Saturday,1,0,26860,0,413,Positive,314,45,73,1.61
Facebook,Carousel,Fashion,Tuesday,0,3,417082,24,49,Negative,2649,199,380,0.774
Facebook,Image,Travel,Sunday,1,4,19051,26,313,Negative,86,7,24,0.616
